tweet,label
اتصور لو ظليت ما اتعلق احسن لانه تعليقاتك مقرفة,0
اللجنه ما تنطاق,0
اللهم ارزقني كما ترزق البغاث,1
صبحكم الله يأهل الطيب بالخير و يسعد ضحاكم و الظهر و العشية,1
فإجعل اللهم عوضي فيه,1
ما أجمل ديننا الاسلامي,1
منك لله و بس,0
اللهم أعنا على تقواك,1
مين اللي ضآإحك عليهم وقآإيل إن أصوآإتهم حلوة,0
نعم,1
يالله ما اروع هائولاء الناس,1
احيانا الوحده تزيل بعضا من ألهموم,1
اللهم ارزقنا الاخلاص,1
اهل العقول براحة ام نسيانك يابو نسيان صعب والله صعب,0
يا غبي كوادر الإخوان المسلمين في كل يقعة من هالأرض وهمه من الشعب كيف بدهم يضربوا أرضهم إصحى,0
الله يا ريت كنا في ذاك الزمن,1
زهايمر وخرف وحبتين كبتاجون ويفل على الشعب xD,0
تأثير الغرب مبين على العرب المجانين,0
هم اللي مصخرو انفسهم,0
والله ذا الادمي معاق,0
و نرجو لك دوام الخير و المحبة من الله و من الناس,1
عمرتنا كانت مميزة جدا ورائعة,1
نهارك طيب و مبروك,1
حرف الراء مصيبة ي ريس,0
يعني ما أختار الا الاغنيــه اللي أغلب أحرفها الحرف اللي يقرط فيه,0
كلب وحقير,0
احنا ما بدنا اياه لانا ما منفهم المفاعل النووي فوق طاقتنا صعب علينا و بكرة بذكركم و سألوا الباص السريع الثقة معدومة القمح فاسد المصفاه مش حسب المواصفات الخضار و الفواكه مواد كيماوية شوارع مش مصانة حفر و مطبات الخ الافضل استغلال الطاقة الشمسية او الريح او الماء ليس هروب من التطور و انما الابتعاد عن الفشل الأكيد عبر التجارب,0
كله على راس المواطن ما يثير السخرية رفع اسعار المستقات النفطية المستخدمة في الصناعة تقول صناعتنا مكسرة الدنيا,0
يا رب بناتنا و شبابنا كلهم يستطيعوا العمل بهذه النصيحة يا ريتا كلنا نتذكر أننا كلنا دعاه للإسلام بأخلاقيتنا و الصفات الحسنة,1
سلامي عليك,1
وانا بس شكلها هاي مو مدرسة,0
الهم اجعلنا اخوة في الله واحشرنا مع الصديقين والشهداء والصالحين,1
ربنا يشفيهم,1
والله لو طلبوا مين اللي عندو قلب قوي متر للجري مايتقدم ولا حمار عربي,0
اخييه مااسخفها تقللد,0
يع يع يع قرف,0
والشكرلله والفضل لله على هذه النعمه التي انعم الله علينا بها وجعلنا من الماء كل شي حي,1
اني احبك في الله,1
يا طيبة بالروح افتدينا,1
هذا اللى فالحين فيه العرب ، فقط الهبل و التخلف,0
العرب مو بتاع هي الشغلات لاكن احنا فاشلين الله معطينا كل متطلبات التحظر والتطور لاكن احنا لازقين بهلتفاهات ونضن انو هي التحظر,0
الله يكون في عون الفقير و الطبقه المتوسط سوف تنحدر اكثر و اكثر,0
كن كما أنت و لا تتغير من أجل أحد,1
جنييه,0
اشهد الله اني احبك فى الله و ادعوا ان نحشر مع حبيبنا و امامنا محمد صلى الله عليه و سلم فى الجنة امين,1
حالات مرضية نفسية مستعصية لا يستطيع شفائها لا العلم و لا الفن,0
لهالدرجه في متخلفين في الوطن العربي؟؟,0
بس اللي قاهرني اللي ما ينطقون حرف الراء التغ من جدهم جايين يبون يغنون,0
شو هل الاهبل,0
فعلا الطاقة الشمسية هي البديل وليست النووية لان حتى الدول المتقدمة صارت تتخلص من النووي وتتجة للطاقة البديلة وخصوصا احنا الاردن بلد مشمس عالطول السنة والكلفة ما اتوقع اكثر من الطاقة النووية,0
لان ديانا كرزون البغله الاردنيه لا تستحق ذلك,0
قرف يقرفك,0
و سيارة الحكومه من السعوديه اجن هديه يزلامه المسؤالين اكلونا,0
اللهم اجعلنا منهم وارزقنا الطاقه ولاراده لزللك ياربى,1
هذا تشهير ملعون والدين المفروض ما يعرضونه,0
واضح جدا إن أغلب الناس هاي عندها مشاكل نفسيه,0
يارب أخرجنا من ذل المعصيه إلي عز الطاعه,1
روح اكتب اشي زي العالم و الناس بدل ما انت بتتهبل هيك و بتتمسخر يا مسخرة,0
طول عمري بخااف من العوب العب,0
متفقين معهم و البرنامج خايس,0
ما ازنخ منك إلى هاي الروابط اللي بتسم البدن بتتعب يعني لما توخد الصورة وتنزلها تنزيل عادي,0
فعلا في البداية كلهم رائعون,1
وش التخلف هذا,0
ربنا يعنا علي كل شيء,1
الله وكيلك مشحطط اهل دابوق و دير غبار و عبدون و منعم على الفقراء,0
ذبحتونا,0
ما انا شطبت,0
سوبر طقاع اول واحد جايته زبيريه,0
حبيبي شرلبوني يموت ب شرلبونا و انا مدريدي لكن ماني مغير لعيونه,0
صباحك جمال و روعه,1
نعم الصديق الوفى,1
صباح العفو و التسامح صباح الخير لوجه الخير,1
يلعن شرفك شو واثقة من حالك,0
لا هديله بالشوز زى الصعيدى الى يكرمه الى ضربه بالشبشب ناقصة حرامية,0
وجعلنا من الماء كل شيء حي,1
اشداء على الكفار رحماء بينهم,1
الله حيهم ما اكبرهم هالسباب,1
زنخة زيك,0
جزاك الله خيرا,1
والله خبل,0
اللهم اروقنى من يواسينى فى الدنيا والاخر,1
اللهم ارزقنا وإياك الجنه,1
ايه راحه فيها المسكين ياحرام,0
الله ما يحرمنا من كلماتك الحلوة يا شيخنا,1
إنه غير مسلم ويعرف قلبه الوفاء فكيف حال المسلمين اللهم أرزق بنات المسلمين زوجا طيبا محبا مثله,1
نفسي اروح عمرة واشوف الكعبة,1
بالله عليك فين الاناقه في الناس اللي بتغني دي,0
كتيير رخيص ومقرف,0
المفاعل النووي سيحتاج لشريك استراتيجي يمتلكه او جزء كبير منه وستدفع الحكومة الأردنية ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ان ترتفع هذه الفاتورة,0
الله يسامحك حبيبتي افهمتيني غلط,0
سمآإجةة تآإيمم,0
الله يوخذكم,0
ونعم بالله عزوجل,1
أخ يا بطني عورني من الضحكك,0
شعوب تافهه همها الحياة الدنيا فكروا في نهايتكم,0
بس الحكام ماعندهم ذوق للأسف,0
اسال الله في علاه ان يحفظكم بما يحفظ به عباده الصالحون,1
الطبقة الوسطى في طريقها الى الانقراض على يد عبدالله نسور,0
ذا مرتك بتعمل هيك يا ادمن لا تفكر كل الرجال مثلك تفي عليك,0
عاهات,0
اللهم ارزقنا كما ترزق البغاث تسلميلي هنوده حلوه كثير الله يفتح عليكي و يهدينا و اياكي,1
الله يتمم افراح الجميع يا رب,1
صباحات الانوار,1
أنما بعثت لأتم مكارم الأخلاق,1
الباقيين سخاافه سمااجه,0
الحب الان بقى تيك اواى قليل اوى لما نلقى انسان مخلص فى حبه مع ان الحب ده اجمل واسما عاطفة فى الوجود,1
مساكين ها البشر,0
عمدا فيهم ما نستعمل التدفئة و نلبس فروه,0
رعاش ضغط وفي مثل هاته الحالات ممكن حتى يغمى عليها,0
وانت اسكت لا تتحطم,0
قمة التخلف البشري الله يشفيهم,0
ما هيك بيقولوا للأسف ما عجبت حدا انت جاهل يا هذا ليس هكذا تدعو الناس لقول لا اله الا الله محمد رسول الله انت غبي يا صاحبل هذا البوست و لا تفقه شيئا من العلم و الدين انت هيك تبين انك في قمة الجهل و العار قل كلاما جيدا محببا و لا تتلفظ بالكلام السيئ انما تعجبنا كلنا لو قلت انطقوا بالشهادتين يا أولي الالباب,0
لعنكم الله جهنم وبئس المصير ايها العازفوون,0
صح يا اخي صدقت الله يعين الجميع,1
يجب على المسلم ان يواسى اخوه فى الاسلام,1
تقول داخله فيها ترله انحولت مع الاغنيه,0
بخزي,0
شو هيدا دلع اخر زمن,0
هذا هو الحب الاصيل الوفي بكل معنى الوفاء,1
اللهم باركي فيه واهدي كل مسلم لطريق النور,1
هو رحيم بكل شىء في الكون هو الخالق فلابد ان يرزق مخلوقاته,1
المشاركين بينو للناس انه اللى قايمين على البرنامج حمير,0
ما احلى الوجود بقرب الله,1
دلوعه جدا مايا,0
اللهم أعنا على ذكرك وشكرك وحسن عباتك,1
صباحكـ نقاء يشبه سريرتك,1
ممكن يكون احسن بالاخلاص,1
منيك ولك,0
أحب الله تعالى و رسوله الكريم,1
عنجد هذا الانسان تافه وحقير,0
بسمه امل امس كانت محتاجه توضيح اكتر لان بعض الناس خلطت بينها و بين الواسطه,1
اي والله,1
لجنة فاشله تتمسخر على المتقدمين,0
مابتحكي معه هيك انزلع لاعاد اشووفك جلطتني,0
الامل بالله كبيير انشالله,1
المفاعل النووي سيحتاج لشريك استراتيجي يمتلكه او جزء كبير منه و ستدفع الحكومة الأردنية ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ان ترتفع هذه الفاتورة,0
صبأحكم امل مشرق و عطا متجدد كمأ شروق الشمس,1
برنامج فاشل جدا,0
نعم,1
حلو صديق عمري,1
صباح القشطة,1
يارب اهدينا للصواب,1
دلع,0
اللهم اكفني بحلالك عن حرامك واغنني بفضلك عمن سواك يا رب,1
قصة رائعه ياريت كل الرجال هيك,1
اعملوا لآخرتكم,1
يا غبي كوادر الإخوان المسلمين في كل يقعة من هالأرض وهمه من الشعب كيف بدهم يضربوا أرضهم إصحى,0
صح جدا,1
يا ربي شو هالولد و الله مجنون مبيستحييش متاكدين انو مغربي,0
أنا لو مكان راغب أروح أنتحرر,0
لا يأس مع الحياه,1
أوروبا كلها تريد التخلص من النووي و تحاول استثمار الطاقه الشمسية و ما عندهم شمس قد ربعنا و احنا بدنا نأخذ الي راحت موضته وولى زمانه من كثر إخلاص القائمين على مصلحة الوطن يا حسره,0
ربك دايما جنبك لو ناديتوا ها تلاقه,1
يا جاهلين يلي بحكي عن الطاقه النووي وجودو كفيل بوفاة شخص وولادة طفل مشوه ولو انو اشي منيح كان مابزتوه بالصحرا وجودو بعيد بقلل مخاطر بس ما بمنعها ويلي بحكي انو احنا امه جاهله مابدها تطور بكون هوه الجاهل وعدو نفسو وعدو الانسانية وبلا ننوي وبلا زفت قال نتطور قال لو بدنا نتطور طورنا حالنا من زمان مش على دور الننووي شعب جاهل,0
ويوجد البديل الطاقة المتجددة,0
للهم خذهم اخد عزيز مقتدر فانهم لا يرحموا الضعفاء اللهم سلط عليهم عذابك فانهم ارونا الويلات,0
لا ربنا يرحمنا برحمته,1
فالأول يصحح مساري و الثاني يزيد من أصراري,1
طلعوا العرب اخس واخس واخس,0
آخر واحد مهستر,0
وين القناه التافة الى تعرض هذول المعاتية صحيح نحن في انحطاط,0
ربنا يبارك فيك,1
كتكوت ضعيف الجناح و الدنيا غدرت هاا,0
اللهم لا تكلنا الى انفسنا طرفة عين,1
الوان مش حلوة,0
احمدك ربى على كل ما اعطيت وعلى كل ما منعت,1
وش يحسوون فيه ناس مهبل,0
الحب بين الزوجين أوسع أبواب السعادة,1
بلا هم و بلا وجع راس خليك رايق دايما,1
كنت أخادع الحيـاة لكي أعيش كما أريد لكن الحياة خدعتني و عشت كما هي تريد,1
بارك اللة فيك و نتمنى المزيد من النصائح,1
وعجلت اليك ربي لترضى,1
حلو كلامك عزيزي,1
اللهم ارضنا بقضائك,1
الله لا يشبعكو يا ظلمة انشاء الله كلو بتلقو بالاخرة يا ظلمة خافو الله طبعا اذا بتعرفو ل الله,0
يا رب استجب دعائنا وانصر اهلنا في سوريا,1
اظن انهم حبو وانجرحوا وضاعت عقولهم وما دخل قلوبهم الا اغاني الجروح عشان كذا حافظينها وجايين يقولونها اللهم لاشماته,0
اللهم تب علينا انك التواب الرحيم,1
حرام السخرية من الناس,0
انا مش مسؤول عن الحرامية يتفنجرو بمصاري البلد و انا اشحد,0
الاء اختصري ماشي,0
قصة رائعة أفادك الله من العلم لتفيدنا دائما,1
سبحان الله و بحمده عدد خلقه و رضى نفسه و زنة عرشه و مداد كلماته,1
يالله ارحم احبتى واشفهم وعافهم واعف عنهم,1
فما اجمل هذا الدين,1
مسخرة,0
ربنا يستر واخلاق المتاسلمين لا ترجعه مرة اخرى,1
لن تموت نفس حتى تستكمل رزقها و أجلها أبذل الجهد و العرق و توكل على الله و اطمئن فرزقك مضمون,1
يارب يقدرنا على ادخال المياه النظيفة لكل بيت محتاجة المياه,1
تفه عليك وع شكلك ، أول ما نشهرت طلقت زوجها ، خنزيرة,0
حقيقة,1
شعب سخييف,0
لست الأفضل و لكن لي أسلوبي سأظل دائما اتقبل رأي الناقد و الحاسد,1
بقطعكم شو حقوديين,0
ومازال العود مصدي,0
استاذ عمرو يا ريت شوية تركيز على اخوتنا في بورما انهم يتعرضوا لحرب اباده حقيقيه,1
هذا هو المهم,1
لا عنجد زلمة شكلو بخوف,0
صراحة بخزي من دون مجاملة,0
ياريت حدا عم يواسي السوريين بغربتهن للاسف باب رزق جديد للعرب,1
الله المستعان,1
صباحك طيب كطيب المسك و العنبر,1
اللهم اعنا على انفسنا و اجعلنا نرى الدنيا صغيرة و الآخرة كبير,1
الراجل الابس ثوب عليه جاكيت شكله مسطول من جنوب السودان,0
اللي موافق عالمفاعل يبنيه جنب داره ما يسطح الواحد غير المتحذلقين اللي يخلوا حالهم مثل ابو العريف ما حد يفهم غيرهم رابع افقر دوله في العالم في المياه و تبنى مفاعل نووي استنوا لما يطورو مفاعلات نووية صحراوية و بعدين اشطحوا,0
هاكدا هو دين المحبه الصحيح بس للاسف الكثيرين يتبنوه حسب ما يشتهون,1
حماك الله من النكد,1
ما أجمل الحياة برضى الله,1
اللهم اصلحنا و طهر قلوبنا من النفاق,1
وبشر الصابرين,1
صار بدها بطارية التقوى شحن,1
اللهم اجعلنا ممن تنظر اليهم بحب و اشتياق و اجعلنا من عبادك التوابين المخلصين العابدين الحق لدينك و احفظنا و قنا نار وقودها الناس و الحجاره يا رب,1
بس تكون من سكان اربد و تكون قريب على المفاعل النووي في جامعه التكنولوجيا و بتشرب من مياه اربد التي تبعد اقل من متر في باطن الارض حوض اليرموك عن مركز المفاعل بتقدر تعترض وين بدك تصرف المياه التي تخرج من المفاعل لا تقولوا مفاعل التكنولوجيا تدريبي بس اسمه مفاعل و بتخرج منه مخلفات نوويه الدول الاوروبيه بدات الاستغناء عن المفاعلات النوويه عندك مياه بالاردن من اجل تشغيل المفاعل قبل الحكم على الاشخاص الذين يقومون ضد هذا المشروع اسالوا الجولوجيين و اثرها على المياه الجوفية بتحداك اذا بتسال خالد طوقان عن الاثار الجانبيه من الفاعل النووي و جاوبكوا كلامي هذا من دكاترة جامعات مختصين في الجولوجيا و اثره على المياه الجوفيه,0
يارب دعوناك فستجب لنا وحقق لنا ماهو اصلح وافضل لنا,1
مارح يتغير شي بعد سنه رح نلاقي بالجرايد خالد النووي يطالب ابراهيم النووي بتأجيل مشروع المفاعل النووي لان في مشاريع اهم زي مياه سفيان الديسي وخط ابو يوسف للباص السريع عادي,0
افتح قلبك للعالم,1
في ايه يا ولاد الوثخة؟,0
بقرف زيك,0
نعم والحمد لله,1
بني البرنامج النووي الأردني على عدة تصورات خاطئة بشكل خطير تتعلق بالتكنولوجيا الاقتصاد الترتيبات التجارية ملاءمة منظومة الكهرباء الأردنية و فقر المياه و موقع الأردن الجغرافي و ظروفه السياسية و حجم شبكة الكهرباء فيها كلها عوامل تقود إلى مشاكل إضافية خطيرة,0
ملعوب عليهم,0
ياسلام حلوشديد,1
إلى إعتصام مفتوح ميدان تحرير للتخلص من قوى الفساد و الإفساد,0
نفسي افهم من وين جاي يا ابن الكلب,0
كنا نقول البلد حاميها حراميها و ماذا سنقول الأن مفتيها حراميها و الله الواحد تحير في هذه الامة التي اصبح الحليم فيها حيران,0
مجانين العرب,0
الى يقارن بينه وبين مرسى يبقى متخلف,0
فعلا,1
ومن خسئ الشيعة اخوان القردة و الخنازير,0
حكي فاضي,0
اللهم لا تحرم احد من هذه النعمة,1
واثق من نفسه الحبيب,0
هلأ كففت عن قسوتك,0
الله على دينا العظيم,1
اللهم اجعلنا دائما مسلمين صادقين في افكارنا و في اعمالنا,1
ﻣﻴﻴﻦ ﺑﻀﻞ ﻳﺸﻴﻞ ﺍﻟﺸﺒﺸﺐ ﻣﻦ ﺟﻤﺒﻲ,0
أن الله لا يتخل عن عباده أبدا,1
انا مش عارفة كيف ابدا حياتي,1
ياي ما ازكاه هاد الاكل,1
يا الله استجب دعائي ياالله مادكيت بابك يوم ورحعتني خالية الوفاض,1
اللهم أرزقنا فعل الخيرات وترك المنكرات,1
سنبقى نذكر دولة الشهيد وصفي التل الذي كان رئيسا للوزراء و حبيبآ للفقراء,0
الشكر لله اولا ثم ل د عمر خالد كان سبب ف أرتد الحجاب,1
صباحك ورد و ياسمين معطرين بنسمات من الجنة يا شيخنا الجليل حفظك الله من كل سوء ، نحبك في الله,1
متخافش يامؤمن قول يارب وحب ربك دة هو اللى خلق النعمة اللى انت متعلق بيها يعنى هو اعظم من النعمة دى وانت عارف كدة,1
ما اجمل الكلام والاروع ان نطبقه,1
صباح الزنبق والفل والياسمين,1
اللهم ثبتنا على قيام الليل في رمضان,1
انا لاحظت بلبنانيين انهم ماعندهم روح الكوميديا نهائيا,0
دعوة المؤمن لأخيه بظهر الغيب أسرع من البرق,1
شو يعني بدك ايانا نحكي من وراكي مش حلوة,0
من يتوكل على الله فهو حسبه,1
اي صح و حاليا فاقده الاثنين,1
اهم اشي اكون مبسوط,1
اذا كان هيك الخبر انا ما بدي اعيش,0
ياارب قربني إليك وأقترب لي أكثر,1
يا عني علي ذكرك و شكرك و حسن عبادتك,1
حرام تحمل اسم عظيم زي هيك,0
يا عمي ما في احلى من الاكبل,1
حفظ الله ابناء وبنات الأمة جميع,1
للي مفكرين المفاعل راح يطورهم المفاعل راح يدمر الأردن و المنطقة اللي حولها لأن الفساد الموجود بالأردن مش موجود بدوله أخرى و هذا يعني أن الفاسدين رايحين يسمسروا و يلهفوا لما يوصلوا اشكل مفاعل للأردن و ناسين أن المفاعل يحتاج إلى بحر ماء للتبريد و نحن لانملك ماء للشرب و ناسين أن التطور يكون بمشاركة الجميع و ليس بقرار فردي و ناسين أن الذي أقر المفاعل هو المحتكر الأول هيئة الطاقة و أن شاغرها بقي معلق أثناء فترة تسلم طوقان وزارة التربية والتعليم ؟؟لدول المتقدمة بدأت تبحث عن بدائل للمفاعلات و احنا بنشتري الخربان منهم مشان التقدم و بلدنا بفضل الله لديها طاقة الرياح و طاقة الشمس لماذا لا يتم إستغلالها بدل المفاعل النووي طالما أكلنا معظمه فاسد و غير صالح بسبب الجشع و الطمع و الفساد,0
وش يحسون فيه يع,0
اكيد طبعا,1
الحمدلله على كل حال,1
بلد يديرها اغبياء و حراميه,0
من هي اصغيره اغاني والله انقلبت ادنيه,0
والله تحشيش من الاخر,0
عالم فاضيه بيسموا الغناء فن بيشغلوا الناس,0
ياحيوان ماشي ريال مدريد,0
ما الزه شكله بشهي بديي,1
صباح الاماني الجميلة المحققة باذن الله,1
يا مصلح القلوب أصلح أحوالنا,1
يا رب يتقبل منا و الله العقل مو فاضي و القلب مكسور,1
و طمأنينه صباح ٱلآمل بٱلله و ٱلثقة,1
يا رب بلغنا رمضان و أنت راضي عنا,1
حراام والله حزنت عليه شو هالموقف الشنع,0
هذول مخانيث,0
ناس عزيزة و المعزة لهم غير فيهم صفات الصالحين العلية,1
يا ريت لو يعملوا دورات قبل الزواج,1
التطبيقات قليله بالمتجر ولازال امام مايكروسوفت عمل طويل للتغلب على هذه المشكله,0
أجمل ابتسامه,1
معتيه واضح انهم يمثلون,0
عاهات اللهم لاشماته,0
اللهم قو إيماننا لنكون أصحاب عزيمة و قرار,1
مهزلة التاريخ,0
يا رب فرج,1
انا اشوفه انه عادي ولا فيه اي معنى وايش مليوني مشاهد والله انه ما يستحق الى هذا الحد من المشاهده وبعدين هاض شي مقزز,0
قصة جميلة و مهمة جدا,1
أهلا بك في دين الحق والسلام,1
و الله و الله و الله يا نسور رح ننزل الشارع وقف الموضوع قبل فوات الاوان,0
احنا شعب مش عارفين نبني شارع و نعمل له صيانة كيف موضوع مفاعل ما عنا خبرة فيه و كل البلاد المتقدمة بس بلشت تلغي هذا النوع من الطاقة رحنا لجأنا له متناسين اننا في منطقة حفرة الانهدام و عرضة للزلازل و غير اننا عرضة للنصب من خلال الجهل و الفساد المتفاقمين عنا و غير نسب السرطان المتزايدة بدون واسطة و بالاخير بقولوا عنا شعب متخلف اذا رفضنا علم صعب التطبيق عنا و الاولى انو نراجع ادارة الموارد و الاصلاح و تقويم انفسنا لحل مشاكل الطاقة وغيرها,0
ا عيني ع الصحبة بس اكيد وراها مصلحة,0
البسمه سر من اسرار الحياة,1
أأه لو لا القرآن لقلت إن أنكر الأصوات لهذه الأصوات,0
صباح مملوء بالخير لجميع المسلمين يا رب,1
حطمت كل احلامي البريئه,0
ربنا يبارك فيه و يكون قدوه للجميع المسلمين فى انحاء العالم,1
الله لا يحرم حدا من العائلة الدافية والذرية الصالحة,1
فعلا الله يجزيك كل الخير دكتور والله يثبتنا على ديننا,1
والله هبل في هبل,0
السماعات خربت,0
والله ما في اشي مزعلني الا انه اسمه محمد,0
قرف يعيع,0
سوبر حمار والله هذا السوبر حما سبب في تخلفنا,0
لا حول ولا قوة ألا بالله أذا أخذ ما أوهب أسقط ما أوجب,0
اسل الله ان يستجيب دعائكم,1
عشان هيك قال النبي صلى الله عليه وسلم إن الكذب يهدي إلى الفجور والفجور يهدي إلى النار,1
اللهم اصلح حال المسلمين,1
تفوو عليك,0
تكالبت عليه الكلاب ولم تسمح له بالبروز بعد البرنامج,0
عم الرجال,1
انتخب مين يا عم هى ناقصة لبخة فى الكلام معتش الا الاهبل ده كمان يبقى رئيس جمهورية,0
من توكل على الله يعانق قلبه النور و الصفاء,1
صوته مره منبح احسه تعبان عاد زبدولة مابقى الا يطلع بعد شوي,0
ما بتحبو حد,0
ما بكره حد قدك,0
ﺻﻠـﻲ ﻋﻠﺸـﺎﻥ ﻏﻴﺮﻙ ﻧﻔﺴـﻪ ﻳﻘـﻮﻡ ﻣﻦ ﻗﺒﺮﻩ ﻳﺼﻠـﻲ,1
فتحه و نصرة و نوره و بركته و هداه,1
سبحان الله الزلمات ثافهوون,0
الغلط مو من المشاركين الغلط من نفس البرنامج المفروض تكون فى مرحله فرز فى البدايه قبل لايطلعو الهواء,0
يا سيدي هدول عاهات ولله يعني فيك تسحب عليهم قرض من البنك كونهم عاهات,0
اللهم اجعلني دائما مظلوم,0
ياخسارة العروبة فيك,0
احلى اشي في الحياة الاستقرار مع زوج صالح,1
هل تعلم ان المطر يتشكل اولا على هيئة بلورات ثلج داخل الغيوم و يتحول الى قطرات ماء بعد ذوبانه و هو في طريقه الى اليابسة,1
ما شاء الله الله يثبتك,1
هذا صدق ولا مجنون ولا يستهبل وش القصة,0
تمام,1
تفاءل بالخير تجده,1
تغني وهي متقرفة,0
ونعم الصديق,1
استاذ غاوي غاوي اذا كنت غاوي المسخره روح اشتغل كراكوز,0
اللهم اهدنا صراطك المستقيم,1
لا شو انا مسخرة كلكوو خنازير,0
يا حقير,0
دار الزمن وصار الوسط الفني كله نفس ذي العاهات ووضحكو هما علينا,0
اروع صفحة,1
حزني كثير والله,0
سبحان الله مواقف لها معنى و قيمة و فعلا تعلم ما شاء الله,1
صباح الخير و الحرية و النصر,1
الموضوع ما اله علاقه بالتخلف بس لما تكون الاضرار اكثر من الفائده بلا منه و اﻷهم من هيك انه المفاعل بحاجه لتبريد دائم و للاسف وين المي يلي عنا؟؟,0
الشو اسمو ستار أكاديمي ولا المسخره عل العالم أكاديمي,0
الحمدلله من كل ضيق اسجد لله احس ان فى اعله مستوا وانسا واتذلل الى الله ليحمينى من فتن الدنيا واحسن منزلى فى الجنه,1
الخشوع إحساس جميل جد أمام الله القلب يحب و الدمع صافي و متعه و بعد الصلاة راحه فائقه أتمنى لكل المسلمين هذا الخشوع,1
عاهاتك ياعرب,0
بوركت جهودك و سلمت اناملك,1
لالا بس اغلبهم داريين بس يقولها استعباط ورفع ضعط خذها مني,0
والله شويه عبط الي بيغنو والحكام كمان,0
شو بدو بهالشوفه ؟؟,0
عن جد انتى ما شاء الله عليكى جزاكى الله كل خير,1
الحل الوحييد حب الله ورسوله وطاعتهم,1
كل واحد حرامي و ما بهمو مصلحة المسكين المواطن الي بشتغل ساعة ب دنانير,0
اذا الخبر صحيح انا اول شخص بطالب بالهجرة لاي دولة خليجية او اوروبية او حتى اسرائيل,0
بس أنا مش منهم ولا البنات يلي بالجروبات,0
اللهم لا تجعلنا من المنافقين,1
دخيل عينك يادكتور كلامك ذهب,1
المغرب براء منك على الأقل إذا كنت لهجتنا صعبة فتكلم باللغة العربية,0
صباح الخيرات والعبادات,1
اللهم إنى أقسمت عليك بك أن تهدى شباب المسلمين وتنور قلوبهم كما أنعمت على طارق بنعمة اﻹسﻻم,1
حياك اللة,1
كارثة بشرية,0
ما ارحمك يا ربى بخلقك سبحانك يا حبيبى يا الله,1
اجمل نابلس,1
صباح الخير و الاشراق و الامل,1
انشاء الله نكون راضين بقضاء الله و لكننا نرجو من الله اللطف فيه,1
معك حق,1
انا علي ثقه اني استطيع فعل اي شئ لان أنا من صنع الله,1
رائعة الحرف نقية المعنى,0
كل شئ في حب الله تهون وحب ربنا أقوى بكتير من أى حاجه,1
ايارب يتقبل منا,1
حلو الشخص يكون عنده هدف و يشتغل عليه لكن الدراسه شئ ضروري,1
يا رب اريد تجديد ايماني ساعدني,1
اين ذهبوا العلماء والمخترعين والمفكرين جرب في جرب,0
ليش الطلاب فاضين يعملو مشاكل فاضين للدراسه يعني ما عندهم وقت فراغ للمشاكل,0
صباح ملؤه الخيرات و المسرات,1
يا اخوان مش عارف ليش النووي و احنا عندنا النووي الطبيعي شمس و رياح نسبة سطوع الشمس بالمملكه على مدار العام يوم من يوم و عندنا بالاردن اذا خط ماء بينضرب بيقعدوا اسبوع الى اسابيع لما يصلحوه ايش بده يصير فينا بكره مع النووي بالاضافه الى انه ما عندنا ماء نشرب من وين بدنا نجيب للتبريد الله يهديهم,0
والله اني لاحس بالشفقة علابنات الجامعات,1
هو أحنا خلينآ نخلص أم هالبرجين اللي صرلهم سنة وبعدين بنفكر نعمل نووي سلمي هه من الديسي,0
من ترك شيئا لله عوضه الله نورا وايمانا في قلبه,1
حتى فى التخلف مش فالحين منيح,0
صباحكم تفائل,1
عدولة السامج هذا خرب اوم المقطع قسسم زبالة هالآدمي ودمه ززفت انا ضحكت,0
اللهم اسعد كل انسان,1
سبحان الله خالق السماوات و الأرض,1
حلوه اوى الحمله دي وربنا يارب يكرمك وكل الي بيتبرعو,1
سلمت يداك روعة,1
يا الله كلامك بلسم,1
بلا قرف,0
يارب أعيني علي دكرك وشكرك وحسن عبادتك,1
الدول المتقدمة الان تتجه لستخدام الطاقة المتجدده لانها اقل كلفة و ليس لها مخاطر على البيئة و الانسان و نحن الان نعاني من ضائقة مالية كبيرة و شحة مياه شديدة و كلنا يعلم مدى حاجة المفاعل للمياه اذكركم فقط بما حدث في اليابان و هي الدولة الاكثر تطور في مجال التكنولوجيا و هي عبارة عن جزر و كذلك كم أثر علينا المفاعل النووي الاسرائيلي و حالات السرطان المنتشرة ولو لاحظنا التشوهات الخلقية الاكثر في جنوب البلاد,0
الله يرفعهم الى جهنم جنب القذافي بأسرع وقت لان الظلم زاد عن حده,0
الله الله ياشيخ ابراهيم حكم والله يسعد مسااك يارب,0
انا بدأت و اتحرك و شاركت بفكرة ستغير الكثير من واقعن,1
صباح النور و السرور و الورد المنثور,1
يارب ثبتنا بعد اخذ القرار لان هو ده الاهم و الاصعب,1
ما بدي غير يعملو لايك للبيج,0
الحب مش ذل,1
اللهم أعنا على ذكرك و شكرك و حسن عبادتك,1
صح كلامك و أحلى حكمة و محد يبقى للنهاية رغم اتفاق الطرفين,1
حلوه اوى,1
هذا معوق جنة جورج وسوف,0
اه و النعمة,1
يا رب اسعد قلبي,1
يارب يقوينا جميعا على طاعته وحسن عبادته,1
